timestamp,segment_id,target,max_x,dimensions,epoch_count,n_train,n_test,best_epoch,best_test_error_pct,related_train_error_pct,mae,rmse,r2,mape_pct,acc_5_pct,acc_10_pct,acc_20_pct,direction_acc_pct,precision,recall,f1,tp,fp,fn,tn,connection_pct,density
2026-05-14 11:25:36,2,exam_score,10,2,5,2867,717,4,43.5619,42.4851,24.462727,28.583712,-1.275978,42.5777,7.25,11.99,24.27,65.41,0.913043,0.348066,0.504000,126,12,236,343,0.1,0.8
2026-05-14 11:26:03,3,exam_score,10,2,5,5500,1376,1,81.7077,84.1772,51.979352,55.478139,-7.186336,81.7077,0.00,0.00,0.00,49.85,,0.000000,,0,0,690,686,0.1,0.8
2026-05-14 11:59:02,0,exam_score,10,2,5,4047,1012,5,16.3243,31.5739,10.155545,13.121129,0.483370,16.4920,20.65,39.53,65.91,77.96,0.830626,0.704724,0.762513,358,73,150,431,0.1,0.8
2026-05-14 12:02:52,1,exam_score,10,2,5,3584,897,1,35.0878,36.2810,19.440103,24.034512,-0.518690,35.4695,10.48,19.84,36.01,76.25,0.801527,0.700000,0.747331,315,78,135,369,0.1,0.8
2026-05-14 12:05:41,2,exam_score,10,2,5,2867,717,4,43.5619,42.4851,24.462727,28.583712,-1.275978,42.5777,7.25,11.99,24.27,65.41,0.913043,0.348066,0.504000,126,12,236,343,0.1,0.8
2026-05-14 12:06:11,3,exam_score,10,2,5,5500,1376,1,81.7077,84.1772,51.979352,55.478139,-7.186336,81.7077,0.00,0.00,0.00,49.85,,0.000000,,0,0,690,686,0.1,0.8
2026-05-14 13:25:53,0,exam_score,10,2,5,4047,1012,5,17.8572,28.0691,11.440806,14.360060,0.381201,18.4437,15.81,31.72,61.46,71.54,0.881944,0.500000,0.638191,254,34,254,470,0.1,0.8
2026-05-14 13:29:22,1,exam_score,10,2,5,3584,897,5,20.3721,6.9466,13.382709,14.271037,0.464561,23.5617,1.67,7.58,35.67,75.25,0.669643,1.000000,0.802139,450,222,0,225,0.1,0.8
2026-05-14 13:32:25,2,exam_score,10,2,5,2867,717,1,36.0030,38.8169,19.357641,24.114286,-0.619868,36.5297,11.30,21.34,39.33,53.70,0.544910,0.502762,0.522989,182,152,180,203,0.1,0.8
2026-05-14 13:32:53,3,exam_score,10,2,5,5500,1376,1,81.7077,84.1772,51.979352,55.478139,-7.186336,81.7077,0.00,0.00,0.00,49.85,,0.000000,,0,0,690,686,0.1,0.8
2026-05-14 14:15:47,0,exam_score,10,2,5,2428,607,4,16.7892,29.9347,10.714844,13.788427,0.392872,16.5977,17.79,33.44,64.42,68.37,0.885135,0.428105,0.577093,131,17,175,284,0.1,0.8
2026-05-14 14:20:32,1,exam_score,10,2,5,3276,819,5,27.2671,29.1148,18.975727,19.961384,-0.034112,32.8333,0.49,2.44,16.61,70.33,0.628440,1.000000,0.771831,411,243,0,165,0.1,0.8
2026-05-14 14:24:48,2,exam_score,10,2,5,2934,734,5,34.5971,21.4245,19.084297,23.000742,-0.411016,35.1095,9.95,19.89,36.51,79.02,0.796657,0.779292,0.787879,286,73,81,294,0.1,0.8
2026-05-14 14:25:50,3,exam_score,10,2,5,7361,1841,1,81.8909,82.1747,52.180710,55.535490,-7.534855,81.8909,0.00,0.00,0.00,49.92,,0.000000,,0,0,922,919,0.1,0.8
2026-05-14 14:45:30,0,exam_score,10,2,5,2428,607,4,16.7892,29.9347,10.714844,13.788427,0.392872,16.5977,17.79,33.44,64.42,68.37,0.885135,0.428105,0.577093,131,17,175,284,0.1,0.8
2026-05-14 15:16:34,0,exam_score,10,2,20,2428,607,20,15.1492,15.0995,9.412125,11.949742,0.543997,15.5079,20.76,39.70,71.50,80.23,0.812081,0.790850,0.801325,242,56,64,245,0.1,0.8
2026-05-14 15:34:27,1,exam_score,10,2,20,3276,819,19,21.7597,30.3541,11.931854,14.763567,0.434322,22.2519,16.61,31.62,58.97,77.17,0.753394,0.810219,0.780774,333,109,78,299,0.1,0.8
2026-05-14 15:47:08,2,exam_score,10,2,20,2934,734,19,19.2463,7.1470,9.971782,12.533119,0.581046,19.3742,21.80,36.65,67.30,79.70,0.773869,0.839237,0.805229,308,90,59,277,0.1,0.8
2026-05-14 15:47:52,3,exam_score,10,2,20,7361,1841,1,81.8909,82.1747,52.180710,55.535490,-7.534855,81.8909,0.00,0.00,0.00,49.92,,0.000000,,0,0,922,919,0.1,0.8
2026-05-14 16:33:44,0,exam_score,10,2,20,2428,607,20,15.1492,15.0995,9.412125,11.949742,0.543997,15.5079,20.76,39.70,71.50,80.23,0.812081,0.790850,0.801325,242,56,64,245,0.1,0.8
2026-05-14 16:41:01,1,exam_score,10,2,20,3276,819,6,16.8164,9.5203,9.838125,12.269715,0.609289,17.0212,18.07,37.97,68.38,80.83,0.783482,0.854015,0.817229,351,97,60,311,0.1,0.8
2026-05-14 16:47:36,2,exam_score,10,2,20,2934,734,16,17.8070,9.0890,9.538195,11.845670,0.625745,17.2368,18.80,37.74,69.62,80.52,0.766667,0.877384,0.818297,322,98,45,269,0.1,0.8
2026-05-14 17:03:37,3,exam_score,10,2,20,7361,1841,16,15.9154,22.4708,9.086695,11.375827,0.641886,15.5385,19.66,39.54,72.13,83.87,0.825860,0.859002,0.842105,792,167,130,752,0.1,0.8
2026-05-14 18:05:05,0,exam_score,10,2,20,2428,607,20,15.1492,15.0995,9.412125,11.949742,0.543997,15.5079,20.76,39.70,71.50,80.23,0.812081,0.790850,0.801325,242,56,64,245,0.1,0.8
2026-05-14 18:12:46,1,exam_score,10,2,20,3276,819,6,16.8164,9.5203,9.838125,12.269715,0.609289,17.0212,18.07,37.97,68.38,80.83,0.783482,0.854015,0.817229,351,97,60,311,0.1,0.8
2026-05-14 18:19:55,2,exam_score,10,2,20,2934,734,16,17.8070,9.0890,9.538195,11.845670,0.625745,17.2368,18.80,37.74,69.62,80.52,0.766667,0.877384,0.818297,322,98,45,269,0.1,0.8
2026-05-14 18:37:10,3,exam_score,10,2,20,7361,1841,16,15.9154,22.4708,9.086695,11.375827,0.641886,15.5385,19.66,39.54,72.13,83.87,0.825860,0.859002,0.842105,792,167,130,752,0.1,0.8
2026-05-15 00:15:40,0,exam_score,10,2,20,2428,607,20,15.1492,15.0995,9.412125,11.949742,0.543997,15.5079,20.76,39.70,71.50,80.23,0.812081,0.790850,0.801325,242,56,64,245,0.1,0.8
2026-05-15 00:34:39,1,exam_score,10,2,20,3276,819,6,16.8164,9.5203,9.838125,12.269715,0.609289,17.0212,18.07,37.97,68.38,80.83,0.783482,0.854015,0.817229,351,97,60,311,0.1,0.8
2026-05-15 00:49:31,2,exam_score,10,2,20,2934,734,16,17.8070,9.0890,9.538195,11.845670,0.625745,17.2368,18.80,37.74,69.62,80.52,0.766667,0.877384,0.818297,322,98,45,269,0.1,0.8
2026-05-15 01:22:44,3,exam_score,10,2,20,7361,1841,16,15.9154,22.4708,9.086695,11.375827,0.641886,15.5385,19.66,39.54,72.13,83.87,0.825860,0.859002,0.842105,792,167,130,752,0.1,0.8
