timestamp,segment_id,target,max_x,dimensions,epoch_count,n_train,n_test,best_epoch,best_test_error_pct,related_train_error_pct,mae,rmse,r2,mape_pct,acc_5_pct,acc_10_pct,acc_20_pct,direction_acc_pct,precision,recall,f1,tp,fp,fn,tn,connection_pct,density
2026-03-22 15:53:03,0,exam_score,5,2,20,16000,4000,19,41.4335,44.6111,52.247632,55.612823,-7.548216,81.6444,0.00,0.00,0.00,49.83,,0.000000,,0,0,2007,1993,0.1,0.8
2026-03-22 17:32:57,0,exam_score,10,2,20,16000,4000,16,13.0731,3.4905,8.080973,10.571025,0.691141,13.1204,24.62,46.20,77.90,86.08,0.839738,0.892875,0.865491,1792,342,215,1651,0.1,0.8
2026-03-23 00:48:19,0,exam_score,15,2,20,16000,4000,10,16.6995,13.4602,9.694835,12.010324,0.601310,16.8227,18.68,36.65,68.90,79.92,0.856635,0.720478,0.782679,1446,242,561,1751,0.1,0.8
2026-03-23 11:11:49,0,exam_score,20,2,20,16000,4000,19,13.2567,10.9244,7.648579,9.623606,0.744023,13.3144,25.35,47.08,78.83,85.05,0.878154,0.815147,0.845478,1636,227,371,1766,0.1,0.8
2026-03-23 18:58:40,0,exam_score,5,2,20,16000,4000,17,40.1893,35.3796,52.245132,55.606352,-7.546227,81.6511,0.00,0.00,0.00,49.83,,0.000000,,0,0,2007,1993,0.1,0.8
2026-03-23 20:18:05,0,exam_score,10,2,20,16000,4000,13,13.4490,5.2451,8.261822,10.736386,0.681403,13.5301,23.77,45.80,76.30,85.42,0.830241,0.891878,0.859957,1790,366,217,1627,0.1,0.8
2026-03-24 01:08:10,0,exam_score,15,2,20,16000,4000,17,20.0486,18.2326,10.267923,12.733581,0.551847,19.8224,19.28,37.18,65.62,79.05,0.758285,0.855007,0.803747,1716,547,291,1446,0.1,0.8
2026-03-24 06:50:32,0,exam_score,20,2,20,16000,4000,16,18.3335,10.2788,9.948640,12.372082,0.576931,18.4074,20.38,37.65,66.97,80.08,0.798030,0.807175,0.802576,1620,410,387,1583,0.1,0.8
2026-05-14 10:40:08,0,exam_score,10,2,5,4047,1012,5,16.3243,31.5739,10.155545,13.121129,0.483370,16.4920,20.65,39.53,65.91,77.96,0.830626,0.704724,0.762513,358,73,150,431,0.1,0.8
2026-05-14 10:43:33,1,exam_score,10,2,5,3584,897,1,35.0878,36.2810,19.440103,24.034512,-0.518690,35.4695,10.48,19.84,36.01,76.25,0.801527,0.700000,0.747331,315,78,135,369,0.1,0.8
2026-05-14 10:46:26,2,exam_score,10,2,5,2867,717,4,43.5619,42.4851,24.462727,28.583712,-1.275978,42.5777,7.25,11.99,24.27,65.41,0.913043,0.348066,0.504000,126,12,236,343,0.1,0.8
2026-05-14 11:19:07,0,exam_score,10,2,5,4047,1012,5,16.3243,31.5739,10.155545,13.121129,0.483370,16.4920,20.65,39.53,65.91,77.96,0.830626,0.704724,0.762513,358,73,150,431,0.1,0.8
2026-05-14 11:22:47,1,exam_score,10,2,5,3584,897,1,35.0878,36.2810,19.440103,24.034512,-0.518690,35.4695,10.48,19.84,36.01,76.25,0.801527,0.700000,0.747331,315,78,135,369,0.1,0.8
